Order Date,Quantity,Sales,Profit,Discount,Quantity_Lag_1,Quantity_Lag_2,Quantity_Rolling_Mean_3,Sales_Lag_1,Profit_Lag_1,Month,Year,Week_of_Year,Sub-Category
2017-02-12,78,629.85,137.88,0.07058823529411766,16.0,15.0,13.666666666666666,211.54,51.85,2,2017,6,Art
2017-02-19,21,233.65,64.17,0.08,78.0,16.0,36.333333333333336,629.85,137.88,2,2017,7,Art
2017-02-26,2,6.56,1.9,0.0,21.0,78.0,38.333333333333336,233.65,64.17,2,2017,8,Art
2017-03-05,13,39.14,11.97,0.06666666666666667,2.0,21.0,33.666666666666664,6.56,1.9,3,2017,9,Art
2017-03-12,23,117.66,16.08,0.1142857142857143,13.0,2.0,12.0,39.14,11.97,3,2017,10,Art
2017-03-19,25,187.29000000000002,56.72,0.10000000000000002,23.0,13.0,12.666666666666666,117.66,16.08,3,2017,11,Art
2017-03-26,17,70.0,20.35,0.0,25.0,23.0,20.333333333333332,187.29000000000002,56.72,3,2017,12,Art
2017-04-02,2,6.08,2.07,0.0,17.0,25.0,21.666666666666668,70.0,20.35,4,2017,13,Art
2017-04-09,31,93.86,19.49,0.125,2.0,17.0,14.666666666666666,6.08,2.07,4,2017,14,Art
2017-04-16,22,152.35,35.11,0.1142857142857143,31.0,2.0,16.666666666666668,93.86,19.49,4,2017,15,Art
2017-04-23,2,15.76,3.55,0.2,22.0,31.0,18.333333333333332,152.35,35.11,4,2017,16,Art
2017-04-30,30,325.74,73.14,0.1,2.0,22.0,18.333333333333332,15.76,3.55,4,2017,17,Art
2017-05-07,5,7.12,0.71,0.2,30.0,2.0,18.0,325.74,73.14,5,2017,18,Art
2017-05-14,23,176.6,30.71,0.06666666666666667,5.0,30.0,12.333333333333334,7.12,0.71,5,2017,19,Art
2017-05-21,23,206.43,58.63999999999999,0.0,23.0,5.0,19.333333333333332,176.6,30.71,5,2017,20,Art
2017-05-28,7,44.06,11.43,0.0,23.0,23.0,17.0,206.43,58.63999999999999,5,2017,21,Art
2017-06-04,16,122.47,23.06,0.06666666666666667,7.0,23.0,17.666666666666668,44.06,11.43,6,2017,22,Art
2017-06-11,26,337.02,95.48,0.08571428571428573,16.0,7.0,15.333333333333334,122.47,23.06,6,2017,23,Art
2017-06-18,21,243.62,60.900000000000006,0.12000000000000002,26.0,16.0,16.333333333333332,337.02,95.48,6,2017,24,Art
2017-06-25,29,527.9300000000001,150.85999999999999,0.08,21.0,26.0,21.0,243.62,60.900000000000006,6,2017,25,Art
2017-07-02,6,27.6,8.45,0.0,29.0,21.0,25.333333333333332,527.9300000000001,150.85999999999999,7,2017,26,Art
2017-07-09,15,158.72,40.18,0.05,6.0,29.0,18.666666666666668,27.6,8.45,7,2017,27,Art
2017-07-16,13,94.51,25.8,0.1,15.0,6.0,16.666666666666668,158.72,40.18,7,2017,28,Art
2017-07-23,21,284.35,65.17999999999999,0.03333333333333333,13.0,15.0,11.333333333333334,94.51,25.8,7,2017,29,Art
2017-07-30,12,64.49,22.619999999999997,0.1,21.0,13.0,16.333333333333332,284.35,65.17999999999999,7,2017,30,Art
2017-08-06,2,3.36,0.87,0.0,12.0,21.0,15.333333333333334,64.49,22.619999999999997,8,2017,31,Art
2017-08-13,33,378.89,108.55,0.025,2.0,12.0,11.666666666666666,3.36,0.87,8,2017,32,Art
2017-08-20,12,34.61,6.58,0.13333333333333333,33.0,2.0,15.666666666666666,378.89,108.55,8,2017,33,Art
2017-08-27,3,15.68,2.07,0.2,12.0,33.0,15.666666666666666,34.61,6.58,8,2017,34,Art
2017-09-03,9,14.969999999999999,2.16,0.1,3.0,12.0,16.0,15.68,2.07,9,2017,35,Art
2017-09-10,28,263.47,73.17,0.10000000000000002,9.0,3.0,8.0,14.969999999999999,2.16,9,2017,36,Art
2017-09-17,42,340.93,112.17999999999999,0.06666666666666667,28.0,9.0,13.333333333333334,263.47,73.17,9,2017,37,Art
2017-09-24,31,275.92,83.16,0.04,42.0,28.0,26.333333333333332,340.93,112.17999999999999,9,2017,38,Art
2017-10-01,13,115.37,28.169999999999998,0.06666666666666667,31.0,42.0,33.666666666666664,275.92,83.16,10,2017,39,Art
2017-10-08,19,44.75,13.67,0.05,13.0,31.0,28.666666666666668,115.37,28.169999999999998,10,2017,40,Art
2017-10-15,14,140.52,41.7,0.0,19.0,13.0,21.0,44.75,13.67,10,2017,41,Art
2017-10-22,25,206.01,31.299999999999997,0.10000000000000002,14.0,19.0,15.333333333333334,140.52,41.7,10,2017,42,Art
2017-10-29,9,23.91,3.69,0.20000000000000004,25.0,14.0,19.333333333333332,206.01,31.299999999999997,10,2017,43,Art
2017-11-05,23,119.02,30.66,0.13333333333333333,9.0,25.0,16.0,23.91,3.69,11,2017,44,Art
2017-11-12,27,342.61,76.64,0.1142857142857143,23.0,9.0,19.0,119.02,30.66,11,2017,45,Art
2017-11-19,43,351.78999999999996,57.3,0.13333333333333336,27.0,23.0,19.666666666666668,342.61,76.64,11,2017,46,Art
2017-11-26,55,206.3,46.82,0.09090909090909091,43.0,27.0,31.0,351.78999999999996,57.3,11,2017,47,Art
2017-12-03,15,173.32999999999998,48.76,0.05,55.0,43.0,41.666666666666664,206.3,46.82,12,2017,48,Art
2017-12-10,16,317.71000000000004,84.06,0.04,15.0,55.0,37.666666666666664,173.32999999999998,48.76,12,2017,49,Art
2017-12-17,21,144.58,37.01,0.1,16.0,15.0,28.666666666666668,317.71000000000004,84.06,12,2017,50,Art
2017-12-24,48,128.2,37.66,0.05454545454545456,21.0,16.0,17.333333333333332,144.58,37.01,12,2017,51,Art
2017-12-31,6,50.31,14.54,0.06666666666666667,48.0,21.0,28.333333333333332,128.2,37.66,12,2017,52,Art
2014-01-26,13,126.62,-24.180000000000003,0.175,17.0,20.0,14.333333333333334,60.010000000000005,-37.16,1,2014,4,Binders
2014-02-02,3,22.27,-10.89,0.44999999999999996,13.0,17.0,16.666666666666668,126.62,-24.180000000000003,2,2014,5,Binders
2014-02-09,10,1880.49,875.16,0.06666666666666667,3.0,13.0,11.0,22.27,-10.89,2,2014,6,Binders
2014-02-16,19,88.39999999999999,7.779999999999999,0.475,10.0,3.0,8.666666666666666,1880.49,875.16,2,2014,7,Binders
2014-02-23,5,8.85,-13.72,0.8,19.0,10.0,10.666666666666666,88.39999999999999,7.779999999999999,2,2014,8,Binders
2014-03-02,5,97.11,31.56,0.2,5.0,19.0,11.333333333333334,8.85,-13.72,3,2014,9,Binders
2014-03-09,19,209.84,57.04,0.32,5.0,5.0,9.666666666666666,97.11,31.56,3,2014,10,Binders
2014-03-16,29,224.16,4.619999999999998,0.41111111111111115,19.0,5.0,9.666666666666666,209.84,57.04,3,2014,11,Binders
2014-03-23,33,304.9,30.269999999999996,0.3499999999999999,29.0,19.0,17.666666666666668,224.16,4.619999999999998,3,2014,12,Binders
2014-03-30,4,27.94,9.43,0.2,33.0,29.0,27.0,304.9,30.269999999999996,3,2014,13,Binders
2014-04-06,29,854.74,279.59999999999997,0.45,4.0,33.0,22.0,27.94,9.43,4,2014,14,Binders
2014-04-13,24,695.22,-342.15000000000003,0.26,29.0,4.0,22.0,854.74,279.59999999999997,4,2014,15,Binders
2014-04-20,3,58.05,26.7,0.0,24.0,29.0,19.0,695.22,-342.15000000000003,4,2014,16,Binders
2014-04-27,25,54.71,7.659999999999999,0.4,3.0,24.0,18.666666666666668,58.05,26.7,4,2014,17,Binders
2014-05-04,23,243.99,109.37,0.04,25.0,3.0,17.333333333333332,54.71,7.659999999999999,5,2014,18,Binders
2014-05-11,15,215.84,57.53999999999999,0.39999999999999997,23.0,25.0,17.0,243.99,109.37,5,2014,19,Binders
2014-05-18,11,490.03000000000003,-286.12,0.35,15.0,23.0,21.0,215.84,57.53999999999999,5,2014,20,Binders
2014-05-25,33,3260.6899999999996,1494.55,0.2833333333333333,11.0,15.0,16.333333333333332,490.03000000000003,-286.12,5,2014,21,Binders
2014-06-01,14,723.39,279.27,0.30000000000000004,33.0,11.0,19.666666666666668,3260.6899999999996,1494.55,6,2014,22,Binders
2014-06-08,31,435.67,37.300000000000004,0.5142857142857143,14.0,33.0,19.333333333333332,723.39,279.27,6,2014,23,Binders
2014-06-15,5,23.93,-6.890000000000001,0.4,31.0,14.0,26.0,435.67,37.300000000000004,6,2014,24,Binders
2014-06-22,24,3362.8100000000004,1032.6799999999998,0.5714285714285714,5.0,31.0,16.666666666666668,23.93,-6.890000000000001,6,2014,25,Binders
2014-06-29,9,48.18,-20.36,0.5333333333333333,24.0,5.0,20.0,3362.8100000000004,1032.6799999999998,6,2014,26,Binders
2014-07-06,23,484.14,112.38,0.3666666666666667,9.0,24.0,12.666666666666666,48.18,-20.36,7,2014,27,Binders
2014-07-13,28,523.62,-459.76,0.42500000000000004,23.0,9.0,18.666666666666668,484.14,112.38,7,2014,28,Binders
2014-07-20,23,191.69,-19.840000000000003,0.3,28.0,23.0,20.0,523.62,-459.76,7,2014,29,Binders
2014-07-27,6,9.2,-7.54,0.75,23.0,28.0,24.666666666666668,191.69,-19.840000000000003,7,2014,30,Binders
2014-08-03,0,0.0,0.0,0.0,6.0,23.0,19.0,9.2,-7.54,8,2014,31,Binders
2014-08-10,14,324.97,18.200000000000003,0.35000000000000003,0.0,6.0,9.666666666666666,0.0,0.0,8,2014,32,Binders
2014-08-17,19,118.32,-18.68,0.375,14.0,0.0,6.666666666666667,324.97,18.200000000000003,8,2014,33,Binders
2014-08-24,14,1113.76,409.78,0.25,19.0,14.0,11.0,118.32,-18.68,8,2014,34,Binders
2014-08-31,30,598.79,-408.03999999999996,0.6285714285714287,14.0,19.0,15.666666666666666,1113.76,409.78,8,2014,35,Binders
2014-09-07,15,74.7,24.57,0.20000000000000004,30.0,14.0,21.0,598.79,-408.03999999999996,9,2014,36,Binders
2014-09-14,26,2106.95,612.77,0.5166666666666666,15.0,30.0,19.666666666666668,74.7,24.57,9,2014,37,Binders
2014-09-21,11,66.24,10.0,0.44999999999999996,26.0,15.0,23.666666666666668,2106.95,612.77,9,2014,38,Binders
2014-09-28,30,9679.960000000001,4702.96,0.29000000000000004,11.0,26.0,17.333333333333332,66.24,10.0,9,2014,39,Binders
2014-10-05,9,53.230000000000004,16.63,0.2,30.0,11.0,22.333333333333332,9679.960000000001,4702.96,10,2014,40,Binders
2014-10-12,15,128.86,21.199999999999996,0.45,9.0,30.0,16.666666666666668,53.230000000000004,16.63,10,2014,41,Binders
2014-10-19,30,117.26,21.93,0.26,15.0,9.0,18.0,128.86,21.199999999999996,10,2014,42,Binders
2014-10-26,14,142.42,17.59,0.42000000000000004,30.0,15.0,18.0,117.26,21.93,10,2014,43,Binders
2014-11-02,16,155.53,66.38,0.08571428571428573,14.0,30.0,19.666666666666668,142.42,17.59,11,2014,44,Binders
2014-11-09,15,132.44,-162.81,0.39999999999999997,16.0,14.0,20.0,155.53,66.38,11,2014,45,Binders
2014-11-16,29,3028.96,-672.12,0.2571428571428572,15.0,16.0,15.0,132.44,-162.81,11,2014,46,Binders
2014-11-23,47,2812.42,889.6299999999999,0.47500000000000003,29.0,15.0,20.0,3028.96,-672.12,11,2014,47,Binders
2014-11-30,28,116.92,33.91,0.3,47.0,29.0,30.333333333333332,2812.42,889.6299999999999,11,2014,48,Binders
2014-12-07,13,37.06,13.16,0.20000000000000004,28.0,47.0,34.666666666666664,116.92,33.91,12,2014,49,Binders
2014-12-14,34,848.56,-149.56,0.4222222222222222,13.0,28.0,29.333333333333332,37.06,13.16,12,2014,50,Binders
2014-12-21,26,1987.0300000000002,784.37,0.3125,34.0,13.0,25.0,848.56,-149.56,12,2014,51,Binders
2014-12-28,39,1390.6999999999998,-697.6999999999999,0.6,26.0,34.0,24.333333333333332,1987.0300000000002,784.37,12,2014,52,Binders
2015-01-04,19,648.4499999999999,-423.79,0.425,39.0,26.0,33.0,1390.6999999999998,-697.6999999999999,1,2015,1,Binders
2015-01-11,30,577.76,244.9,0.19999999999999998,19.0,39.0,28.0,648.4499999999999,-423.79,1,2015,2,Binders
2015-01-18,7,133.97,55.2,0.1,30.0,19.0,29.333333333333332,577.76,244.9,1,2015,3,Binders
2015-01-25,0,0.0,0.0,0.0,7.0,30.0,18.666666666666668,133.97,55.2,1,2015,4,Binders
2015-02-01,2,32.96,16.15,0.0,0.0,7.0,12.333333333333334,0.0,0.0,2,2015,5,Binders
2015-02-08,7,18.42,-13.89,0.5666666666666667,2.0,0.0,3.0,32.96,16.15,2,2015,6,Binders
2015-02-15,54,367.01,49.309999999999995,0.3416666666666666,7.0,2.0,3.0,18.42,-13.89,2,2015,7,Binders
2015-02-22,2,2541.98,1270.99,0.0,54.0,7.0,21.0,367.01,49.309999999999995,2,2015,8,Binders
2015-03-01,5,15.32,0.41999999999999993,0.44999999999999996,2.0,54.0,21.0,2541.98,1270.99,3,2015,9,Binders
2015-03-08,6,25.990000000000002,9.29,0.2,5.0,2.0,20.333333333333332,15.32,0.41999999999999993,3,2015,10,Binders
2015-03-15,25,1407.4500000000003,431.90999999999997,0.3333333333333333,6.0,5.0,4.333333333333333,25.990000000000002,9.29,3,2015,11,Binders
2015-03-22,23,7525.66,3540.0,0.35000000000000003,25.0,6.0,12.0,1407.4500000000003,431.90999999999997,3,2015,12,Binders
2015-03-29,0,0.0,0.0,0.0,23.0,25.0,18.0,7525.66,3540.0,3,2015,13,Binders
2015-04-05,12,136.53,52.47,0.1,0.0,23.0,16.0,0.0,0.0,4,2015,14,Binders
2015-04-12,18,1646.56,-1076.9199999999998,0.6,12.0,0.0,11.666666666666666,136.53,52.47,4,2015,15,Binders
2015-04-19,35,498.74,-516.0,0.4125,18.0,12.0,10.0,1646.56,-1076.9199999999998,4,2015,16,Binders
2015-04-26,3,50.35,17.62,0.2,35.0,18.0,21.666666666666668,498.74,-516.0,4,2015,17,Binders
2015-05-03,20,3908.2499999999995,1891.17,0.45,3.0,35.0,18.666666666666668,50.35,17.62,5,2015,18,Binders
2015-05-10,24,216.54999999999998,-154.74,0.6428571428571429,20.0,3.0,19.333333333333332,3908.2499999999995,1891.17,5,2015,19,Binders
2015-05-17,33,366.54,28.43,0.5,24.0,20.0,15.666666666666666,216.54999999999998,-154.74,5,2015,20,Binders
2015-05-24,16,65.64,-27.19,0.6,33.0,24.0,25.666666666666668,366.54,28.43,5,2015,21,Binders
2015-05-31,12,305.38,118.87,0.30000000000000004,16.0,33.0,24.333333333333332,65.64,-27.19,5,2015,22,Binders
2015-06-07,12,19.48,-33.95,0.8000000000000002,12.0,16.0,20.333333333333332,305.38,118.87,6,2015,23,Binders
2015-06-14,40,178.25,32.480000000000004,0.3727272727272727,12.0,12.0,13.333333333333334,19.48,-33.95,6,2015,24,Binders
2015-06-21,21,3143.62,1152.8700000000001,0.4428571428571428,40.0,12.0,21.333333333333332,178.25,32.480000000000004,6,2015,25,Binders
2015-06-28,22,1779.84,702.73,0.17142857142857146,21.0,40.0,24.333333333333332,3143.62,1152.8700000000001,6,2015,26,Binders
2015-07-05,0,0.0,0.0,0.0,22.0,21.0,27.666666666666668,1779.84,702.73,7,2015,27,Binders
2015-07-12,54,1518.9699999999998,-1084.01,0.4230769230769231,0.0,22.0,14.333333333333334,0.0,0.0,7,2015,28,Binders
2015-07-19,11,58.74,-62.370000000000005,0.475,54.0,0.0,25.333333333333332,1518.9699999999998,-1084.01,7,2015,29,Binders
2015-07-26,36,296.0,95.81,0.3,11.0,54.0,21.666666666666668,58.74,-62.370000000000005,7,2015,30,Binders
2015-08-02,3,10.92,4.1,0.2,36.0,11.0,33.666666666666664,296.0,95.81,8,2015,31,Binders
2015-08-09,14,518.6700000000001,204.52,0.375,3.0,36.0,16.666666666666668,10.92,4.1,8,2015,32,Binders
2015-08-16,36,126.11000000000001,-25.279999999999998,0.4428571428571428,14.0,3.0,17.666666666666668,518.6700000000001,204.52,8,2015,33,Binders
2015-08-23,19,214.73000000000002,-52.190000000000005,0.39999999999999997,36.0,14.0,17.666666666666668,126.11000000000001,-25.279999999999998,8,2015,34,Binders
2015-08-30,10,52.98,5.32,0.5,19.0,36.0,23.0,214.73000000000002,-52.190000000000005,8,2015,35,Binders
2015-09-06,19,401.87,57.03,0.31999999999999995,10.0,19.0,21.666666666666668,52.98,5.32,9,2015,36,Binders
2015-09-13,41,1703.2099999999998,648.54,0.26666666666666666,19.0,10.0,16.0,401.87,57.03,9,2015,37,Binders
2015-09-20,58,1702.8100000000002,-818.8199999999999,0.39999999999999997,41.0,19.0,23.333333333333332,1703.2099999999998,648.54,9,2015,38,Binders
2015-09-27,66,530.52,-159.97,0.461111111111111,58.0,41.0,39.333333333333336,1702.8100000000002,-818.8199999999999,9,2015,39,Binders
2015-10-04,12,96.81,28.23,0.475,66.0,58.0,55.0,530.52,-159.97,10,2015,40,Binders
2015-10-11,13,182.8,74.26,0.22499999999999998,12.0,66.0,45.333333333333336,96.81,28.23,10,2015,41,Binders
2015-10-18,10,3.96,-6.93,0.8,13.0,12.0,30.333333333333332,182.8,74.26,10,2015,42,Binders
2015-10-25,17,58.44,-8.5,0.5666666666666668,10.0,13.0,11.666666666666666,3.96,-6.93,10,2015,43,Binders
2015-11-01,14,53.83,2.0999999999999996,0.3666666666666667,17.0,10.0,13.333333333333334,58.44,-8.5,11,2015,44,Binders
2015-11-08,31,447.02,82.23,0.42857142857142855,14.0,17.0,13.666666666666666,53.83,2.0999999999999996,11,2015,45,Binders
2015-11-15,50,767.3199999999999,-107.11,0.40833333333333327,31.0,14.0,20.666666666666668,447.02,82.23,11,2015,46,Binders
2015-11-22,51,297.32,-31.2,0.5692307692307692,50.0,31.0,31.666666666666668,767.3199999999999,-107.11,11,2015,47,Binders
2015-11-29,32,239.38,27.84,0.2666666666666667,51.0,50.0,44.0,297.32,-31.2,11,2015,48,Binders
2015-12-06,16,177.51000000000002,-127.52,0.6,32.0,51.0,44.333333333333336,239.38,27.84,12,2015,49,Binders
2015-12-13,8,76.82000000000001,30.46,0.25,16.0,32.0,33.0,177.51000000000002,-127.52,12,2015,50,Binders
2015-12-20,15,192.69,72.27000000000001,0.10000000000000002,8.0,16.0,18.666666666666668,76.82000000000001,30.46,12,2015,51,Binders
2015-12-27,4,19.94,7.23,0.2,15.0,8.0,13.0,192.69,72.27000000000001,12,2015,52,Binders
2016-01-03,38,1204.52,477.40999999999997,0.14285714285714285,4.0,15.0,9.0,19.94,7.23,1,2016,53,Binders
2016-01-10,34,4539.35,1489.43,0.19999999999999998,38.0,4.0,19.0,1204.52,477.40999999999997,1,2016,1,Binders
2016-01-17,11,149.27,62.080000000000005,0.13333333333333333,34.0,38.0,25.333333333333332,4539.35,1489.43,1,2016,2,Binders
2016-01-24,8,57.7,24.9,0.1,11.0,34.0,27.666666666666668,149.27,62.080000000000005,1,2016,3,Binders
2016-01-31,13,1384.08,671.57,0.28,8.0,11.0,17.666666666666668,57.7,24.9,1,2016,4,Binders
2016-02-07,14,172.46,68.08,0.13333333333333333,13.0,8.0,10.666666666666666,1384.08,671.57,2,2016,5,Binders
2016-02-14,46,1549.68,547.03,0.22727272727272727,14.0,13.0,11.666666666666666,172.46,68.08,2,2016,6,Binders
2016-02-21,20,492.58000000000004,115.05,0.3333333333333333,46.0,14.0,24.333333333333332,1549.68,547.03,2,2016,7,Binders
2016-02-28,3,56.82,28.41,0.0,20.0,46.0,26.666666666666668,492.58000000000004,115.05,2,2016,8,Binders
2016-03-06,12,113.91,-81.46,0.5,3.0,20.0,23.0,56.82,28.41,3,2016,9,Binders
2016-03-13,61,1522.1399999999999,-730.6700000000001,0.38461538461538464,12.0,3.0,11.666666666666666,113.91,-81.46,3,2016,10,Binders
2016-03-20,14,90.56,-38.95,0.425,61.0,12.0,25.333333333333332,1522.1399999999999,-730.6700000000001,3,2016,11,Binders
2016-03-27,7,52.75,16.73,0.3333333333333333,14.0,61.0,29.0,90.56,-38.95,3,2016,12,Binders
2016-04-03,21,304.11,8.309999999999995,0.275,7.0,14.0,27.333333333333332,52.75,16.73,4,2016,13,Binders
2016-04-10,25,830.43,277.6,0.2285714285714286,21.0,7.0,14.0,304.11,8.309999999999995,4,2016,14,Binders
2016-04-17,16,269.09999999999997,-111.14999999999999,0.21428571428571427,25.0,21.0,17.666666666666668,830.43,277.6,4,2016,15,Binders
2016-04-24,29,102.81,-50.199999999999996,0.3375,16.0,25.0,20.666666666666668,269.09999999999997,-111.14999999999999,4,2016,16,Binders
2016-05-01,7,33.33,-14.450000000000001,0.5333333333333333,29.0,16.0,23.333333333333332,102.81,-50.199999999999996,5,2016,17,Binders
2016-05-08,13,34.0,11.35,0.20000000000000004,7.0,29.0,17.333333333333332,33.33,-14.450000000000001,5,2016,18,Binders
2016-05-15,74,1511.1100000000001,360.88,0.47058823529411764,13.0,7.0,16.333333333333332,34.0,11.35,5,2016,19,Binders
2016-05-22,28,139.27,-54.16,0.6222222222222222,74.0,13.0,31.333333333333332,1511.1100000000001,360.88,5,2016,20,Binders
2016-05-29,11,49.96,2.960000000000001,0.35,28.0,74.0,38.333333333333336,139.27,-54.16,5,2016,21,Binders
2016-06-05,12,17.41,-9.86,0.64,11.0,28.0,37.666666666666664,49.96,2.960000000000001,6,2016,22,Binders
2016-06-12,56,1827.97,619.1700000000001,0.2111111111111111,12.0,11.0,17.0,17.41,-9.86,6,2016,23,Binders
2016-06-19,10,86.1,-14.99,0.39999999999999997,56.0,12.0,26.333333333333332,1827.97,619.1700000000001,6,2016,24,Binders
2016-06-26,22,278.99,60.36,0.35000000000000003,10.0,56.0,26.0,86.1,-14.99,6,2016,25,Binders
2016-07-03,7,49.28,18.3,0.13333333333333333,22.0,10.0,29.333333333333332,278.99,60.36,7,2016,26,Binders
2016-07-10,20,132.41,28.7,0.4,7.0,22.0,13.0,49.28,18.3,7,2016,27,Binders
2016-07-17,36,538.08,187.01,0.15,20.0,7.0,16.333333333333332,132.41,28.7,7,2016,28,Binders
2016-07-24,19,115.36,3.1400000000000006,0.5,36.0,20.0,21.0,538.08,187.01,7,2016,29,Binders
2016-07-31,24,1538.6899999999998,-903.48,0.5166666666666666,19.0,36.0,25.0,115.36,3.1400000000000006,7,2016,30,Binders
2016-08-07,47,1482.8,-1938.8,0.55,24.0,19.0,26.333333333333332,1538.6899999999998,-903.48,8,2016,31,Binders
2016-08-14,33,170.43,37.53,0.2857142857142857,47.0,24.0,30.0,1482.8,-1938.8,8,2016,32,Binders
2016-08-21,33,531.56,159.03,0.3375,33.0,47.0,34.666666666666664,170.43,37.53,8,2016,33,Binders
2016-08-28,41,222.26000000000002,-32.669999999999995,0.6714285714285715,33.0,33.0,37.666666666666664,531.56,159.03,8,2016,34,Binders
2016-09-04,26,135.47,5.039999999999999,0.39999999999999997,41.0,33.0,35.666666666666664,222.26000000000002,-32.669999999999995,9,2016,35,Binders
2016-09-11,14,86.2,13.2,0.44999999999999996,26.0,41.0,33.333333333333336,135.47,5.039999999999999,9,2016,36,Binders
2016-09-18,31,2098.11,747.01,0.2625,14.0,26.0,27.0,86.2,13.2,9,2016,37,Binders
2016-09-25,61,999.71,-552.5799999999999,0.3266666666666667,31.0,14.0,23.666666666666668,2098.11,747.01,9,2016,38,Binders
2016-10-02,17,117.49,-2.120000000000001,0.5499999999999999,61.0,31.0,35.333333333333336,999.71,-552.5799999999999,10,2016,39,Binders
2016-10-09,25,455.65,89.6,0.34285714285714286,17.0,61.0,36.333333333333336,117.49,-2.120000000000001,10,2016,40,Binders
2016-10-16,60,1570.69,467.4,0.3,25.0,17.0,34.333333333333336,455.65,89.6,10,2016,41,Binders
2016-10-23,25,4929.99,1792.3,0.18333333333333335,60.0,25.0,34.0,1570.69,467.4,10,2016,42,Binders
2016-10-30,28,249.91,-14.03,0.34444444444444444,25.0,60.0,36.666666666666664,4929.99,1792.3,10,2016,43,Binders
2016-11-06,24,81.05,9.95,0.45,28.0,25.0,37.666666666666664,249.91,-14.03,11,2016,44,Binders
2016-11-13,29,198.98,19.83,0.475,24.0,28.0,25.666666666666668,81.05,9.95,11,2016,45,Binders
2016-11-20,42,1331.79,464.68,0.35714285714285715,29.0,24.0,27.0,198.98,19.83,11,2016,46,Binders
2016-11-27,72,2364.87,263.36,0.29375,42.0,29.0,31.666666666666668,1331.79,464.68,11,2016,47,Binders
2016-12-04,17,74.02,13.900000000000002,0.31999999999999995,72.0,42.0,47.666666666666664,2364.87,263.36,12,2016,48,Binders
2016-12-11,27,97.82,27.75,0.34285714285714286,17.0,72.0,43.666666666666664,74.02,13.900000000000002,12,2016,49,Binders
2016-12-18,38,12020.6,5614.7,0.37,27.0,17.0,38.666666666666664,97.82,27.75,12,2016,50,Binders
2016-12-25,42,246.38,-5.709999999999997,0.4636363636363636,38.0,27.0,27.333333333333332,12020.6,5614.7,12,2016,51,Binders
2017-01-01,50,286.01000000000005,2.010000000000001,0.45999999999999996,42.0,38.0,35.666666666666664,246.38,-5.709999999999997,1,2017,52,Binders
2017-01-08,25,421.65,166.66000000000003,0.18333333333333332,50.0,42.0,43.333333333333336,286.01000000000005,2.010000000000001,1,2017,1,Binders
2017-01-15,59,277.63,8.769999999999996,0.38181818181818183,25.0,50.0,39.0,421.65,166.66000000000003,1,2017,2,Binders
2017-01-22,35,5730.02,2574.35,0.18571428571428572,59.0,25.0,44.666666666666664,277.63,8.769999999999996,1,2017,3,Binders
2017-01-29,23,440.31,116.41,0.35000000000000003,35.0,59.0,39.666666666666664,5730.02,2574.35,1,2017,4,Binders
2017-02-05,33,165.12,-28.31,0.43333333333333335,23.0,35.0,39.0,440.31,116.41,2,2017,5,Binders
2017-02-12,80,3335.76,436.5399999999999,0.4058823529411764,33.0,23.0,30.333333333333332,165.12,-28.31,2,2017,6,Binders
2017-02-19,0,0.0,0.0,0.0,80.0,33.0,45.333333333333336,3335.76,436.5399999999999,2,2017,7,Binders
2017-02-26,7,6.75,-6.84,0.75,0.0,80.0,37.666666666666664,0.0,0.0,2,2017,8,Binders
2017-03-05,24,2131.81,617.94,0.5,7.0,0.0,29.0,6.75,-6.84,3,2017,9,Binders
2017-03-12,39,2085.16,808.96,0.43999999999999995,24.0,7.0,10.333333333333334,2131.81,617.94,3,2017,10,Binders
2017-03-19,42,572.04,-166.48000000000002,0.2636363636363636,39.0,24.0,23.333333333333332,2085.16,808.96,3,2017,11,Binders
2017-03-26,20,270.7,91.2,0.2,42.0,39.0,35.0,572.04,-166.48000000000002,3,2017,12,Binders
2017-04-02,34,204.35,-18.84999999999999,0.3666666666666667,20.0,42.0,33.666666666666664,270.7,91.2,4,2017,13,Binders
2017-04-09,49,284.37,-41.519999999999996,0.5166666666666666,34.0,20.0,32.0,204.35,-18.84999999999999,4,2017,14,Binders
2017-04-16,39,995.6899999999999,209.66,0.6,49.0,34.0,34.333333333333336,284.37,-41.519999999999996,4,2017,15,Binders
2017-04-23,40,252.07999999999998,33.21999999999999,0.5666666666666667,39.0,49.0,40.666666666666664,995.6899999999999,209.66,4,2017,16,Binders
2017-04-30,27,168.48999999999998,-75.19,0.6,40.0,39.0,42.666666666666664,252.07999999999998,33.21999999999999,4,2017,17,Binders
2017-05-07,36,686.76,-262.51,0.3875,27.0,40.0,35.333333333333336,168.48999999999998,-75.19,5,2017,18,Binders
2017-05-14,55,1692.73,641.7,0.2833333333333333,36.0,27.0,34.333333333333336,686.76,-262.51,5,2017,19,Binders
2017-05-21,32,249.53,94.97,0.30000000000000004,55.0,36.0,39.333333333333336,1692.73,641.7,5,2017,20,Binders
2017-05-28,20,770.5,228.03,0.4714285714285714,32.0,55.0,41.0,249.53,94.97,5,2017,21,Binders
2017-06-04,27,150.36,52.46,0.18333333333333335,20.0,32.0,35.666666666666664,770.5,228.03,6,2017,22,Binders
2017-06-11,34,102.75,-89.95,0.7333333333333334,27.0,20.0,26.333333333333332,150.36,52.46,6,2017,23,Binders
